,id,listing_url,scrape_id,last_scraped,source,name,description,neighborhood_overview,picture_url,host_id,host_url,host_name,host_since,host_location,host_about,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_thumbnail_url,host_picture_url,host_neighbourhood,host_listings_count,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,calendar_updated,has_availability,availability_30,availability_60,availability_90,availability_365,calendar_last_scraped,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,license,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
4048,1181493012001895898,https://www.airbnb.com/rooms/1181493012001895898,20240904164210,45540,city scrape,Cozy 4B3.5B near Usc and Ktown.,"We are inviting you to unwind in a charming apartment located near Usc and Koreatown. Enjoy a comfortable stay with a equipped kitchen amenities, bed, and a cozy living area perfect for relaxation. Conveniently situated within walking distance of local attractions, dining, and entertainment options. Ideal for those seeking comfort and convenience in a vibrant urban setting.",,https://a0.muscache.com/pictures/hosting/Hosting-U3RheVN1cHBseUxpc3Rpbmc6MTE4MTMzMjI3MjAyMzY3MjAzNQ%3D%3D/original/b39f9a4a-3b66-4076-8ca6-6e5cd00cfd29.png,510471191,https://www.airbnb.com/users/show/510471191,Raven,45033.0,"Los Angeles, CA","Hello! I'm part of a dynamic team working on creating our short-term rental brand called Nespace—where ""home"" means warmth like a nest. We have listings in Koreatown, Hollywood, DTLA, and WLA. We're a positive, adventurous bunch that thrives on continuous learning. We aim to enhance your experience, so feel free to reach out if there's anything we can do to make your stay even more enjoyable!",within a few hours,0.95,0.87,f,https://a0.muscache.com/im/pictures/user/f52ef36d-f770-4aa3-b594-b8d27148b463.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/f52ef36d-f770-4aa3-b594-b8d27148b463.jpg?aki_policy=profile_x_medium,Westlake,84.0,240.0,"['email', 'phone']",t,t,,Pico-Union,City of Los Angeles,34.04437998833574,-118.284135686106,Entire home,Entire home/apt,8,3.5,3.5 baths,4.0,4.0,"[""Air conditioning"", ""Kitchen"", ""Free parking on premises"", ""Wifi"", ""Washer""]",162.0,90,120,90.0,90.0,120.0,120.0,90.0,120.0,,t,18,48,78,257,45540,0,0,0,,,,,,,,,,,f,83,51,32,0,
4275,1204591329289976360,https://www.airbnb.com/rooms/1204591329289976360,20240904164210,45540,city scrape,Stylish 1BR Getaway in Koreatown,"Welcome to our brand new 1-bedroom, 1-bathroom apartment located in the heart of K-Town! We offer beddings, pans/pots, shampoo, and body wash, etc. Enjoy the convenience of being in the center of K-Town, with easy access to local attractions, restaurants, and shops. Experience comfort and convenience in our beautiful, newly built apartment.<br />*unit design/layout could be slightly different depends on the availability",,https://a0.muscache.com/pictures/hosting/Hosting-U3RheVN1cHBseUxpc3Rpbmc6MTIwNDU5MTMyOTI4OTk3NjM2MA%3D%3D/original/fbeea009-a715-4e8d-9cc2-f678d0215775.jpeg,510471191,https://www.airbnb.com/users/show/510471191,Raven,45033.0,"Los Angeles, CA","Hello! I'm part of a dynamic team working on creating our short-term rental brand called Nespace—where ""home"" means warmth like a nest. We have listings in Koreatown, Hollywood, DTLA, and WLA. We're a positive, adventurous bunch that thrives on continuous learning. We aim to enhance your experience, so feel free to reach out if there's anything we can do to make your stay even more enjoyable!",within a few hours,0.95,0.87,f,https://a0.muscache.com/im/pictures/user/f52ef36d-f770-4aa3-b594-b8d27148b463.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/f52ef36d-f770-4aa3-b594-b8d27148b463.jpg?aki_policy=profile_x_medium,Westlake,84.0,240.0,"['email', 'phone']",t,t,,Koreatown,City of Los Angeles,34.05757,-118.30237,Entire rental unit,Entire home/apt,4,1.0,1 bath,1.0,2.0,"[""Air conditioning"", ""Kitchen"", ""TV"", ""Wifi"", ""BBQ grill"", ""Free parking on premises"", ""Hot tub"", ""Washer"", ""Exercise equipment""]",76.0,30,45,30.0,30.0,45.0,45.0,30.0,45.0,,t,0,27,57,57,45540,0,0,0,,,,,,,,,,,f,83,51,32,0,
5105,990589375204033840,https://www.airbnb.com/rooms/990589375204033840,20240904164210,45540,city scrape,Comfy 1-Bedroom w/ Great Views! - 31 days no taxes,"Centrally located in the heart of Pico-Robertson with great access to restaurants and a short drive to many attractions.  50"" Fire TV, board games, comfy couches, queen sized bed and lots of closet space.  This is a top floor unit.   <br /><br />Phenomenal view of Hollywood Hills from the bedroom and Century City skyline from the living room at sunset.  Looking forward to hosting you!<br /><br />(To avoid the taxes, make sure to book 31 days, not 30 days)",,https://a0.muscache.com/pictures/miso/Hosting-990589375204033840/original/4380ea1d-2b04-4465-954f-612d2c415459.jpeg,539404194,https://www.airbnb.com/users/show/539404194,Jonathan,45197.0,"Los Angeles, CA",,within a day,0.9,0.0,f,https://a0.muscache.com/im/pictures/user/User-539404194/original/b30cac44-3131-4c17-9483-c3cd4727f5aa.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-539404194/original/b30cac44-3131-4c17-9483-c3cd4727f5aa.jpeg?aki_policy=profile_x_medium,Pico - Robertson,1.0,1.0,"['email', 'phone']",t,t,,Pico-Robertson,City of Los Angeles,34.0585883128232,-118.379529446337,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,1.0,"[""Free street parking"", ""Mountain view"", ""Kitchen"", ""Carbon monoxide alarm"", ""Window AC unit"", ""Body soap"", ""Essentials"", ""Board games"", ""Refrigerator"", ""Dishes and silverware"", ""Exterior security cameras on property"", ""Wifi"", ""Keypad"", ""Extra pillows and blankets"", ""Self check-in"", ""Cooking basics"", ""Dedicated workspace"", ""Electric stove"", ""Clothing storage: closet and dresser"", ""Radiant heating"", ""Long term stays allowed"", ""Smoke alarm"", ""Cleaning products"", ""Bathtub"", ""Washer \u2013\u00a0In building"", ""50 inch HDTV"", ""Dining table"", ""Pets allowed"", ""Iron"", ""Hot water"", ""Elevator"", ""Dishwasher"", ""Oven"", ""Dryer \u2013 In building"", ""Shampoo"", ""Hangers"", ""Portable fans"", ""Microwave"", ""Bed linens"", ""City skyline view"", ""Coffee maker: Nespresso""]",90.0,30,60,30.0,30.0,60.0,60.0,30.0,60.0,,t,11,15,42,42,45540,0,0,0,,,,,,,,,,HSR23-000818,f,1,1,0,0,
5206,1194591814824488600,https://www.airbnb.com/rooms/1194591814824488600,20240904164210,45539,city scrape,Los Angeles Red Rose- 2BED/1BATH,Monterey Park Permit No. STR-24-04<br /><br />* The host (myself) lives on site the property so if you need any assistance I’ll be here <br /><br />*Primary guest who booked the reservation must be present with group on day of arrival or subject to cancellation<br /><br />* No illegal drug dealing/ suspicious activity (will be reported to local police & evicted)<br /><br />* No smoking/parties/pets ($500 fine)<br /><br />*Maximum number of guests is 4. Additional visitors must be notified<br /><br />*Local SoCal residents please contact before booking,"This is a very tight knit, quiet & peaceful neighborhood. Please be courteous and respectful to the neighbors.",https://a0.muscache.com/pictures/hosting/Hosting-1194591814824488600/original/d254d0ef-fe47-4941-abc2-eac8139bb05b.jpeg,207925952,https://www.airbnb.com/users/show/207925952,Jonathan,43319.0,"Alhambra, CA","Greetings! 

I'm Jonathan. I am a full time Mortgage professional in the banking industry and lived in Los Angeles my whole entire life. In my free time, I like exploring new hikes, watching sunsets, taking long walks on the beach and simply enjoy living in this beautiful city I call home. I love connecting with new people & sharing stories, and I am sincerely happy to host you. My goal is to make your trip a good experience, so please let me know if there's anything I can do to make your time here better. 


",within an hour,1.0,0.98,t,https://a0.muscache.com/im/pictures/user/87f5b67e-23f0-4023-b564-a2393434b632.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/87f5b67e-23f0-4023-b564-a2393434b632.jpg?aki_policy=profile_x_medium,,4.0,4.0,"['email', 'phone', 'work_email']",t,t,Neighborhood highlights,Monterey Park,Other Cities,34.03947176994696,-118.148196891333,Entire home,Entire home/apt,4,1.0,1 bath,2.0,3.0,"[""Kitchen"", ""Carbon monoxide alarm"", ""Body soap"", ""Essentials"", ""Refrigerator"", ""Dishes and silverware"", ""Freezer"", ""Coffee"", ""Exterior security cameras on property"", ""Stove"", ""Air conditioning"", ""Hot water kettle"", ""Wifi"", ""Fire extinguisher"", ""Free parking on premises"", ""Washer"", ""Extra pillows and blankets"", ""Self check-in"", ""Conditioner"", ""Cooking basics"", ""Dryer"", ""Dedicated workspace"", ""Hair dryer"", ""Clothing storage"", ""Shower gel"", ""Coffee maker"", ""Cleaning products"", ""Heating"", ""Bathtub"", ""Backyard"", ""First aid kit"", ""Dining table"", ""Iron"", ""Hot water"", ""TV"", ""Private entrance"", ""Oven"", ""Shampoo"", ""Hangers"", ""Microwave"", ""Smart lock"", ""Bed linens"", ""Smoke alarm""]",126.0,3,21,2.0,4.0,1125.0,1125.0,3.1,1125.0,,t,13,37,67,67,45539,8,8,4,45490.0,45537.0,5.0,5.0,5.0,5.0,5.0,4.88,5.0,,f,4,4,0,0,4.8
5291,38022888,https://www.airbnb.com/rooms/38022888,20240904164210,45540,city scrape,Quaint and Cozy Backhouse,We are centrally located to the 10 freeway and accessible to many local busses. We are near many popular restaurants and interesting places walk around and enjoy.,Kaiser hospital<br />Busses<br />10 freeway<br />Restaurants/shops<br />Pharmacy,https://a0.muscache.com/pictures/74ed9745-c4b0-4b57-9f9c-eaee3111811b.jpg,58765432,https://www.airbnb.com/users/show/58765432,Jonathan,42414.0,"Los Angeles, CA",,,,,f,https://a0.muscache.com/im/pictures/user/8963075c-207d-4b2d-b752-ce9942f61002.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/8963075c-207d-4b2d-b752-ce9942f61002.jpg?aki_policy=profile_x_medium,,1.0,1.0,"['email', 'phone']",t,t,Neighborhood highlights,Mid-City,City of Los Angeles,34.04131,-118.37459,Entire guesthouse,Entire home/apt,4,1.0,1 bath,0.0,1.0,"[""Carbon monoxide alarm"", ""Essentials"", ""Refrigerator"", ""Dishes and silverware"", ""Air conditioning"", ""Wifi"", ""Fire extinguisher"", ""Free parking on premises"", ""Extra pillows and blankets"", ""Cooking basics"", ""Patio or balcony"", ""Children\u2019s books and toys"", ""Hair dryer"", ""Pack \u2019n play/Travel crib"", ""Backyard"", ""Heating"", ""First aid kit"", ""Hot water"", ""TV"", ""Private entrance"", ""Shampoo"", ""Hangers"", ""Microwave"", ""Bed linens"", ""Smoke alarm""]",175.0,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,,t,30,60,90,90,45540,11,0,0,43721.0,43883.0,4.73,4.82,4.91,4.82,4.82,4.82,4.55,HSR19-000992,t,1,1,0,0,0.18
5533,35944111,https://www.airbnb.com/rooms/35944111,20240904164210,45539,city scrape,The Diplomat's House,"The Diplomat's House with shared beautiful yard with pool, spa and fire pit. The entire downstairs floor of the house is all yours. This space is nestled in the heart of the historic and diverse residential Wrigley neighborhood in Long Beach. Light filled, with plants and funky artwork.  No extra guests (4 Max), and no parties or events.","This space is nestled in the heart of the historic and diverse residential Wrigley neighborhood in Long Beach. It's close to the beach and to Downtown Long Beach, and it's not too far from all of the fun in Los Angeles and Orange County.",https://a0.muscache.com/pictures/miso/Hosting-35944111/original/fc7ec198-fa17-474f-a9aa-25bbb32014a7.jpeg,10397264,https://www.airbnb.com/users/show/10397264,Jeremy,41611.0,"Long Beach, CA","Hello!  - I am the CEO/Founder of a tech company, and an AirBnB SuperHost.  I'm a fervent reader,  documentary addict, and I love traveling and exploring new cities. 

My favorite thing about AirBnB is getting to meet people from all of the world and learning to see the world from their point of view.  It's been a wonderful experience, and I look forward to my next trip and my next guest!",within an hour,0.98,0.96,t,https://a0.muscache.com/im/pictures/user/d60b8995-2816-4483-afc1-5915c2c429ad.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/d60b8995-2816-4483-afc1-5915c2c429ad.jpg?aki_policy=profile_x_medium,Long Beach,8.0,9.0,"['email', 'phone']",t,t,Neighborhood highlights,Long Beach,Other Cities,33.79964,-118.19491,Entire home,Entire home/apt,4,1.0,1 bath,2.0,2.0,"[""Free street parking"", ""Kitchen"", ""Room-darkening shades"", ""Carbon monoxide alarm"", ""Body soap"", ""Bidet"", ""Essentials"", ""Shared patio or balcony"", ""Refrigerator"", ""Dishes and silverware"", ""Exterior security cameras on property"", ""Stove"", ""Air conditioning"", ""Wifi"", ""Fire extinguisher"", ""Free parking on premises"", ""Keypad"", ""Washer"", ""Extra pillows and blankets"", ""Self check-in"", ""Conditioner"", ""Shared pool"", ""Cooking basics"", ""Shared hot tub"", ""Toaster"", ""Dryer"", ""Outdoor furniture"", ""Dedicated workspace"", ""Hair dryer"", ""Ethernet connection"", ""Long term stays allowed"", ""Shower gel"", ""Coffee maker"", ""Backyard"", ""Heating"", ""First aid kit"", ""Wine glasses"", ""Garden view"", ""Hot water"", ""Iron"", ""Fire pit"", ""TV"", ""Dishwasher"", ""Oven"", ""Private entrance"", ""Shampoo"", ""Courtyard view"", ""Hangers"", ""Microwave"", ""Bed linens"", ""Smoke alarm""]",287.0,2,90,2.0,2.0,90.0,90.0,2.0,90.0,,t,29,59,89,91,45539,51,13,2,43706.0,45529.0,4.59,4.77,4.91,4.82,4.68,4.27,4.5,PRP20-00014,f,8,8,0,0,0.83
5537,1623093,https://www.airbnb.com/rooms/1623093,20240904164210,45540,previous scrape,Bedroom for rent,"Bedroom with a full size bed is cool, bright & cosy room that comfortably fits two.Centrally located easy access to main shopping centers, movie studio,bus stop, train station. Host will help you with advise if you want to get around the city.","Very centrally located, 5 miles from LAX Airport, walking distance to shopping centers, grocery stores and to the mall",https://a0.muscache.com/pictures/88436322/830c5639_original.jpg,8631324,https://www.airbnb.com/users/show/8631324,Yasmin,41521.0,"Culver City, CA",,,,1.0,f,https://a0.muscache.com/im/users/8631324/profile_pic/1432402932/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/8631324/profile_pic/1432402932/original.jpg?aki_policy=profile_x_medium,Culver City,2.0,5.0,"['email', 'phone']",t,t,Neighborhood highlights,Culver City,Other Cities,33.99774,-118.40102,Private room in home,Private room,1,,1 bath,1.0,,"[""TV with standard cable"", ""Pool"", ""Breakfast"", ""Gym"", ""Kitchen"", ""Wifi"", ""Free parking on premises"", ""Washer"", ""Heating"", ""Dryer""]",,1,1125,1.0,1.0,1125.0,1125.0,1.0,1125.0,,,0,0,0,0,45540,0,0,0,,,,,,,,,,,f,2,0,2,0,
5620,945404892835891986,https://www.airbnb.com/rooms/945404892835891986,20240904164210,45539,city scrape,Tranquil Oasis: Pasadena's 2b1b Getaway,"Discover Pasadena's charm from our 2-bedroom, 1-bath condo. This inviting retreat offers high speed internet, a stylish living space, fully equipped kitchen, private laundry, free assigned parking space, and easy access to local attractions. The two bedrooms have three comfortable beds in total. Enjoy the Rose Bowl, Huntington Library, and Old Pasadena's delights. Your cozy home away from home awaits!",,https://a0.muscache.com/pictures/miso/Hosting-945404892835891986/original/1a157c6d-f24e-4768-a3c3-b77ceae05672.jpeg,528095598,https://www.airbnb.com/users/show/528095598,Yasmin,45133.0,,,within an hour,1.0,1.0,t,https://a0.muscache.com/im/pictures/user/bbb2ae0a-cb08-4c5e-b9e9-225580aa7797.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/bbb2ae0a-cb08-4c5e-b9e9-225580aa7797.jpg?aki_policy=profile_x_medium,,1.0,1.0,"['email', 'phone']",t,t,,Pasadena,Other Cities,34.157849921631104,-118.13750372674,Entire home,Entire home/apt,6,1.0,1 bath,2.0,3.0,"[""Dedicated workspace"", ""Air conditioning"", ""Kitchen"", ""Carbon monoxide alarm"", ""TV"", ""Wifi"", ""Free parking on premises"", ""Washer"", ""Self check-in"", ""Smart lock"", ""Smoke alarm""]",144.0,2,365,1.0,3.0,365.0,365.0,2.3,365.0,,t,16,27,48,132,45539,30,29,1,45173.0,45517.0,4.8,4.8,4.9,4.83,4.83,4.73,4.7,,t,1,1,0,0,2.45
5878,844155697914423143,https://www.airbnb.com/rooms/844155697914423143,20240904164210,45541,city scrape,Near downtownLALAXSofi and forum RoomC,This Lynwood Cpmp[ton home welcome any sound peace couple single or family,This part as gotten better over the 10 year the neighbors are very nice,https://a0.muscache.com/pictures/miso/Hosting-34373870/original/c4a8df67-e417-4841-8b04-ff6968aa3af5.jpeg,173149375,https://www.airbnb.com/users/show/173149375,Jonathan,43144.0,,"Jonathan a beautiful soul who believes in the right of respect and always give people help to develop themselves better.
",a few days or more,0.0,0.0,f,https://a0.muscache.com/im/pictures/user/0edd6e45-2323-470b-98ba-299a031b9ed2.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/0edd6e45-2323-470b-98ba-299a031b9ed2.jpg?aki_policy=profile_x_medium,South Los Angeles,1.0,4.0,"['email', 'phone']",t,t,Neighborhood highlights,Willowbrook,Unincorporated Areas,33.91901572697336,-118.22649961403,Private room in home,Private room,2,1.0,1 shared bath,1.0,1.0,"[""Kitchen"", ""Room-darkening shades"", ""Carbon monoxide alarm"", ""Essentials"", ""Drying rack for clothing"", ""Ceiling fan"", ""Freezer"", ""Wifi"", ""Fire extinguisher"", ""Extra pillows and blankets"", ""Self check-in"", ""Outdoor furniture"", ""We provide our with cleaning product and clean fresh towel that we courage to totake with you if you on us Yes you take our towels We belive giving backto our Airbnb community that we love and care see you in the future  body soap"", ""Dedicated workspace"", ""Ethernet connection"", ""Trash compactor"", ""Outlet covers"", ""Mini fridge"", ""Lockbox"", ""Cleaning products"", ""Safe"", ""Heating"", ""Beach access \u2013 Beachfront"", ""First aid kit"", ""Dining table"", ""Laundromat nearby"", ""Lake access"", ""Hot water"", ""Window guards"", ""Shampoo"", ""Hangers"", ""Microwave"", ""Rice maker"", ""Bathtub"", ""Smoke alarm""]",65.0,1,1125,1.0,1.0,1125.0,1125.0,1.0,1125.0,,t,30,60,90,364,45541,7,0,0,45000.0,45051.0,3.86,4.43,4.14,3.86,4.14,3.71,4.0,,f,1,0,1,0,0.39
6175,1181606762422496229,https://www.airbnb.com/rooms/1181606762422496229,20240904164210,45540,city scrape,Cozy 1B in a 6B6B near USC and Ktown - Rm 2,"Offers a comfortable and convenient stay in the heart of Los Angeles. Ideal for solo travelers, couples, or groups, this bedroom provides a peaceful retreat with easy access to USC and Koreatown. Enjoy a cozy atmosphere with amenities such as Wi-Fi, kitchen amenities , and a private or shared bathroom. Whether you're visiting for business or leisure, our place ensures a pleasant stay with its central location and welcoming environment.",,https://a0.muscache.com/pictures/miso/Hosting-1181603856314067978/original/c04f9cb2-2e86-4311-ab66-e079465fea4e.jpeg,510471191,https://www.airbnb.com/users/show/510471191,Raven,45033.0,"Los Angeles, CA","Hello! I'm part of a dynamic team working on creating our short-term rental brand called Nespace—where ""home"" means warmth like a nest. We have listings in Koreatown, Hollywood, DTLA, and WLA. We're a positive, adventurous bunch that thrives on continuous learning. We aim to enhance your experience, so feel free to reach out if there's anything we can do to make your stay even more enjoyable!",within a few hours,0.95,0.87,f,https://a0.muscache.com/im/pictures/user/f52ef36d-f770-4aa3-b594-b8d27148b463.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/f52ef36d-f770-4aa3-b594-b8d27148b463.jpg?aki_policy=profile_x_medium,Westlake,84.0,240.0,"['email', 'phone']",t,t,,Pico-Union,City of Los Angeles,34.04344163981623,-118.285671952245,Private room in home,Private room,2,1.0,1 bath,1.0,1.0,"[""Air conditioning"", ""Lock on bedroom door"", ""Kitchen"", ""Wifi"", ""Free parking on premises"", ""Washer""]",37.0,30,120,30.0,30.0,120.0,120.0,30.0,120.0,,t,0,28,58,237,45540,0,0,0,,,,,,,,,,,f,83,51,32,0,
6342,512384983568734922,https://www.airbnb.com/rooms/512384983568734922,20240904164210,45540,city scrape,"Private Cottage, Border of Santa Monica/Venice","On the border of Venice Beach + Santa Monica, this pretty 1BR/1BA guesthouse is a hidden gem. Totally private, spacious interior. Fully-equipped kitchen with oven and appliances, quiet bedroom. 10 min bike/5 min drive to Venice or Santa Monica beaches! Blazing 500MB wifi!<br /><br />Eco people, we:<br />Run on solar energy!<br />Provide triple-filtered drinking water - no need for plastic bottles!",,https://a0.muscache.com/pictures/miso/Hosting-512384983568734922/original/9aa112e0-3339-4738-859c-4aadc01a3396.jpeg,13715650,https://www.airbnb.com/users/show/13715650,Jonathan,41728.0,"California, United States","I work in tech remotely. Previously worked in NYC for 9 years, and I am now exploring SoCal.",within an hour,1.0,0.58,t,https://a0.muscache.com/im/pictures/user/5efff59a-0b99-4d4b-9746-0be1e6b5409c.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/5efff59a-0b99-4d4b-9746-0be1e6b5409c.jpg?aki_policy=profile_x_medium,Venice,3.0,4.0,"['email', 'phone', 'work_email']",t,t,,Venice,City of Los Angeles,34.00903,-118.45694,Entire home,Entire home/apt,2,1.0,1 bath,1.0,1.0,"[""Clothing storage: closet"", ""Free street parking"", ""Kitchen"", ""Carbon monoxide alarm"", ""Single level home"", ""Body soap"", ""Essentials"", ""Central air conditioning"", ""Refrigerator"", ""Ceiling fan"", ""Dishes and silverware"", ""Coffee"", ""Stove"", ""Extra pillows and blankets"", ""Fast wifi \u2013 316 Mbps"", ""Outdoor dining area"", ""Conditioner"", ""Self check-in"", ""Free washer \u2013 In building"", ""Outdoor furniture"", ""Hair dryer"", ""Private patio or balcony"", ""Shower gel"", ""Cleaning products"", ""Bathtub"", ""Coffee maker: drip coffee maker"", ""First aid kit"", ""TV with Apple TV"", ""Iron"", ""Hot water"", ""Oven"", ""Shampoo"", ""Central heating"", ""Free dryer \u2013 In building"", ""Hangers"", ""Microwave"", ""Smart lock"", ""Bed linens"", ""Smoke alarm""]",88.0,31,365,31.0,31.0,365.0,365.0,31.0,365.0,,t,0,30,60,335,45540,1,0,0,44562.0,44562.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,HSR21-003220,f,3,3,0,0,0.03
6385,1121382997260394268,https://www.airbnb.com/rooms/1121382997260394268,20240904164210,45540,city scrape,Dear's room,Enjoy plenty of space and activities in this wonderful place with the whole family.,,https://a0.muscache.com/pictures/miso/Hosting-1121382997260394268/original/06786a01-fcf1-4385-99d8-933ac8a0ba11.jpeg,504426594,https://www.airbnb.com/users/show/504426594,Raven,44993.0,"Los Angeles, CA",,,,,f,https://a0.muscache.com/im/pictures/user/173c6a24-f666-47dc-a0ac-3b1936909f8d.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/173c6a24-f666-47dc-a0ac-3b1936909f8d.jpg?aki_policy=profile_x_medium,Woodland Hills,1.0,1.0,['phone'],t,t,,Woodland Hills,City of Los Angeles,34.1741025,-118.6058059,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,1.0,"[""Dedicated workspace"", ""Kitchen"", ""TV"", ""Wifi"", ""Free parking on premises"", ""Washer""]",100.0,30,365,30.0,30.0,365.0,365.0,30.0,365.0,,t,30,60,90,269,45540,0,0,0,,,,,,,,,,Exempt - This listing is a transient occupancy residential structure,f,1,1,0,0,
6419,1227069078156626645,https://www.airbnb.com/rooms/1227069078156626645,20240904164210,45540,city scrape,Cozy 1B in the Vibrant K-Town,"Enjoy a comfortable stay in our cozy 1B/1B located in the vibrant K-Town. This inviting space includes essential kitchen tools and fresh bedding for your convenience. Please note that the unit layout and design may vary depending on availability, and on-site parking is not provided.",,https://a0.muscache.com/pictures/miso/Hosting-1227069078156626645/original/0a2abdbc-c520-474a-80fd-ebbe5dfecbab.png,510471191,https://www.airbnb.com/users/show/510471191,Raven,45033.0,"Los Angeles, CA","Hello! I'm part of a dynamic team working on creating our short-term rental brand called Nespace—where ""home"" means warmth like a nest. We have listings in Koreatown, Hollywood, DTLA, and WLA. We're a positive, adventurous bunch that thrives on continuous learning. We aim to enhance your experience, so feel free to reach out if there's anything we can do to make your stay even more enjoyable!",within a few hours,0.95,0.87,f,https://a0.muscache.com/im/pictures/user/f52ef36d-f770-4aa3-b594-b8d27148b463.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/f52ef36d-f770-4aa3-b594-b8d27148b463.jpg?aki_policy=profile_x_medium,Westlake,84.0,240.0,"['email', 'phone']",t,t,,Koreatown,City of Los Angeles,34.05434,-118.29711,Entire rental unit,Entire home/apt,3,1.0,1 bath,1.0,1.0,"[""Air conditioning"", ""Kitchen"", ""TV"", ""Wifi"", ""Washer""]",92.0,30,90,30.0,30.0,90.0,90.0,30.0,90.0,,t,21,51,81,81,45540,0,0,0,,,,,,,,,,,f,83,51,32,0,
6513,1199521258322879846,https://www.airbnb.com/rooms/1199521258322879846,20240904164210,45540,city scrape,Warm 1bd Unit Near WLA,"Experience urban living at its finest in our 1-bedroom apartment nestled in West LA. Enjoy the perfect blend of city energy and home comfort with sunlit spaces, stylish decor, and a curated vibe. <br /><br />*Interior decoration may vary based on the actual situation.<br />*Street parking only.",,https://a0.muscache.com/pictures/miso/Hosting-1199521258322879846/original/b1a38442-ec82-4c57-b816-03c58929e232.jpeg,510471191,https://www.airbnb.com/users/show/510471191,Raven,45033.0,"Los Angeles, CA","Hello! I'm part of a dynamic team working on creating our short-term rental brand called Nespace—where ""home"" means warmth like a nest. We have listings in Koreatown, Hollywood, DTLA, and WLA. We're a positive, adventurous bunch that thrives on continuous learning. We aim to enhance your experience, so feel free to reach out if there's anything we can do to make your stay even more enjoyable!",within a few hours,0.95,0.87,f,https://a0.muscache.com/im/pictures/user/f52ef36d-f770-4aa3-b594-b8d27148b463.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/f52ef36d-f770-4aa3-b594-b8d27148b463.jpg?aki_policy=profile_x_medium,Westlake,84.0,240.0,"['email', 'phone']",t,t,,West Los Angeles,City of Los Angeles,34.04742,-118.437,Entire rental unit,Entire home/apt,3,1.0,1 bath,1.0,1.0,"[""Air conditioning"", ""Kitchen"", ""TV"", ""Wifi"", ""Washer""]",88.0,30,115,30.0,30.0,115.0,115.0,30.0,115.0,,t,0,3,33,33,45540,0,0,0,,,,,,,,,,,f,83,51,32,0,
6564,975882383409207095,https://www.airbnb.com/rooms/975882383409207095,20240904164210,45540,city scrape,Room in a safe neighborhood,The whole group will enjoy easy access to everything from this centrally located place.,,https://a0.muscache.com/pictures/hosting/Hosting-975882383409207095/original/79c777f3-00e2-4655-ad14-2d4e31ca8159.jpeg,364540856,https://www.airbnb.com/users/show/364540856,Jonathan,44069.0,"Cerritos, CA",,,,,f,https://a0.muscache.com/im/pictures/user/0210333d-7c72-44b0-9bbe-99ac0a9b85e2.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/0210333d-7c72-44b0-9bbe-99ac0a9b85e2.jpg?aki_policy=profile_x_medium,,1.0,2.0,['phone'],t,t,,Cerritos,Other Cities,33.85572,-118.05113,Private room in home,Private room,2,1.0,1 shared bath,1.0,1.0,"[""Dedicated workspace"", ""Air conditioning"", ""Fire pit"", ""Kitchen"", ""Carbon monoxide alarm"", ""TV"", ""Wifi"", ""Fire extinguisher"", ""BBQ grill"", ""Free parking on premises"", ""Washer"", ""Exercise equipment"", ""Outdoor dining area"", ""First aid kit"", ""Indoor fireplace"", ""Smoke alarm"", ""Exterior security cameras on property""]",91.0,30,365,30.0,30.0,365.0,365.0,30.0,365.0,,,23,53,83,83,45540,0,0,0,,,,,,,,,,,f,1,0,1,0,
